守		ス す まもり シュ まもる しゅ もり うかんむり かみ
朱		シュ きへん しゅ あけ き
取		とり シュ とる また しゅ どり
狩		シュ しゅ かる いぬ がり かり けものへん
首		くび しゅ シュ
殊		しにがまえ がつへん シュ がつ こと しゅ いちたへん かばねへん ガツ
珠		おうへん シュ たま しゅ たまへん
酒		シュ とり とりへん ひよみのとり さけのとり さけ しゅ さか
腫		シュ ニク はれる はれ はらす はれもの にく しゅ しょう にくづき ショウ
種		ぐさ いねへん シュ のぎ のぎへん しゅ たね いね
趣		シュ そうにょう おもむき おもむく しゅ はしる
寿	壽	ス す ことほぐ ことぶき すん ことぶく じゅ しゅう シュウ ジュ スン
受		うける うかる また じゅ うけ ジュ
呪		シュ くちへん ず じゅ しゅう まじなう くち しゅ シュウ ジュ まじない ズ のろう のろい
授		てへん さずける て じゅ ジュ さずかる
需		あめ じゅ ジュ あめかんむり
儒		ひと にんべん じゅ ジュ ひとがしら ひとやね
樹		き ジュ きへん じゅ
収	收	また おさめる シュウ しゅう おさまる
囚		しゅう シュウ くにがまえ とらわれる
州		ス す さんぽがわ しゅう シュウ かわ まがりかわ
舟		ふねへん ぶね しゅう シュウ ふな ふね
秀		いねへん のぎ のぎへん ひいでる しゅう シュウ いね
周		くちへん まわり しゅう シュウ くち
宗		そう ソウ シュウ しゅう むね うかんむり
拾		じゅう てへん ひろう て シュウ しゅう ジュウ
秋		いねへん のぎ のぎへん あき しゅう シュウ とき いね
臭	臭	におい におう くさい しゅう シュウ ジ みずから じ
修		ひと シュ にんべん おさめる しゅう シュウ ひとがしら しゅ ひとやね おさまる
袖		ころもへん シュウ しゅう そで ころも
終		おえる いと ついに いとへん つい しゅう シュウ おわる
羞		すすめる はずかしい はじる シュウ しゅう ひつじへん ひつじ
習		ならう はね ならい じゅ しゅう シュウ ジュ
週		シュウ しゅう しんにゅう しんにょう
就		オウ まげあし だいのまげあし おうにょう じゅ おう しゅう つく シュウ ジュ つける
衆		シュ ち しゅ シュウ しゅう おおい
集		つどう あつめる しゅう シュウ ふるとり あつまる
愁		こころ したごころ うれい しゅう シュウ うれえる りっしんべん
酬		シュ とり とりへん ひよみのとり さけのとり とう トウ しゅう シュウ しゅ むくいる
醜		しこ とり とりへん ひよみのとり みにくい さけのとり しゅう シュウ
蹴		ける しゅく あし シュク シュウ しゅう あしへん
襲		ころもへん しゅう シュウ おそう かさね ころも
十		じゅう とお ジュッ じっ と そ ジッ じゅっ ジュウ
汁		じゅう しる つゆ さんずい したみず みず ジュウ
充		あてる じゅう にんにょう ひとあし みたす ジュウ
住		じゅう ひと ぢゅう ずまい すむ チュウ にんべん ちゅう ひとがしら ひとやね ヂュウ すまう ジュウ
柔		じゅう やわら きへん にゅう やわらか ニュウ やわ き ジュウ やわらかい
重		じゅう かさなる おもい かさねる さと さとへん おもり おもなう チョウ ちょう おも え ジュウ
従	從	じゅう じゅ したがえる ジュ ぎょうにんべん したがう しょう ジュウ より ショウ
渋	澁	じゅう さんずい しぶい したみず しぶる しゅう しぶ シュウ みず ジュウ
銃		じゅう つつ かねへん かね ジュウ
獣	獸	じゅう いぬ けだもの けものへん けもの ジュウ
縦	縱	じゅう いと いとへん たて ジュウ
叔		シュク しゅく また
祝	祝	いわう しゅく しめすへん ねへん シュク しゅう シュウ しめす
宿		やどる しゅく やど シュク やどす うかんむり
淑		しとやか しゅく さんずい したみず シュク みず
粛	肅	しゅく イツ いつ シュク つつしむ スク ふでづくり すく
縮		しゅく ちぢまる いと ちぢれる ちぢむ シュク いとへん ちぢめる ちぢらす
塾		じゅく ジュク つちへん つち
熟		れんが じゅく ひへん ひ ジュク れっか うれる
出		スイ だす でる しゅつ かんにょう シュツ うけばこ すい いだす いでる で
述		ジュツ のべる じゅつ しんにゅう しんにょう
術		ジュツ ゆきがまえ じゅつ すべ ぎょうがまえ
俊		ひと にんべん ひとがしら シュン ひとやね しゅん
春		はる ひへん ひ シュン にちへん しゅん にち
瞬		またたく まじろぐ よこめ シュン め めへん しゅん
旬		ひへん ひ ジュン シュン じゅん にちへん しゅん にち
巡		ジュン さんぽがわ じゅん めぐる かわ まがりかわ めぐり
盾		ジュン よこめ じゅん め めへん たて
准		じゅん ジュン にすい
殉		しにがまえ がつへん がつ ジュン いちたへん じゅん かばねへん ガツ
純		いとへん じゅん いと ジュン
循		じゅん ジュン ぎょうにんべん
順		じゅん ジュン おおがい
準		みずもり のり ひとしい さんずい なぞらえる したみず ジュン じゅんじる じゅん みず じゅんずる
潤		うるおす さんずい したみず ジュン じゅん みず うるおう うるむ
遵		じゅん しんにゅう ジュン しんにょう
処	處	つくえきにょう ショ きにょう かぜがまえ おる つくえ しょ こ かぜかんむり ところ
初		かたな ショ はじめ うい しょ そめる りっとう ぞめ はつ はじめて
所		とかんむり ショ どころ とだれ とこ とびらのと しょ と ところ
書		ショ ひらび いわく しょ かく がき
庶		ショ しょ まだれ
暑	暑	ショ あつい ひへん ひ しょ にちへん にち
署	署	ショ しょ あみがしら あみめ よんがしら
緒	緖	ちょ ショ いと しょ いとへん お いとぐち チョ
諸	諸	ショ もろ ことば しょ ゲン げん ごんべん
女		にょ おんな ニョ おんなへん にょう じょ め ニョウ ジョ
如		にょ おんな ニョ ごとし おんなへん じょ ジョ
助		すける たすける すけ ちから じょ たすかる ジョ
序		ついで じょ ジョ まだれ
叙	敍	また ついず ついで じょ ジョ
徐		じょ ジョ おもむろに ぎょうにんべん
除		のぞく よけ こざとへん おか じょ ジ ジョ じ
小		ちいさい こ お なおがしら さ しょう ショウ しょうがしら
升		じゅう ます ショウ しょう ジュウ
少		すくない ちいさい すこし なおがしら しょう ショウ しょうがしら
召		くちへん くち しょう めす ショウ
匠		たくみ しょう はこがまえ ショウ
床		とこ まだれ ゆか しょう ショウ
抄		て てへん しょう ショウ
肖		ニク にく あやかる しょう にくづき ショウ
尚		ちいさい なお なおがしら しょう ショウ しょうがしら
招		てへん て まねく しょう ショウ
承		てへん うける て ジョウ じょう うけたまわる しょう ショウ
昇		ひへん ひ のぼる にちへん しょう にち ショウ
松		まつ きへん き しょう ショウ
沼		ぬま さんずい したみず みず しょう ショウ
昭		ひへん ひ にちへん しょう にち ショウ
宵		しょう ショウ うかんむり よい
将	將	ひきいる まさ すん まさに そう ソウ はた スン もって しょう ショウ
消		きえる さんずい したみず けす みず しょう ショウ
症		しょう やまいだれ ショウ
祥	祥	ねへん しめすへん きざし ショウ しめす つまびらか しょう さいわい よい
称	稱	ほめる いねへん のぎ のぎへん はかる となえる はかり たたえる あげる しょう かなう ショウ いね
笑		たけ たけかんむり しょう えむ わらう ショウ
唱		くちへん となえる くち しょう ショウ
商		くちへん あきなう くち しょう ショウ
渉	涉	さんずい したみず みず しょう ショウ わたる
章		たつ たつへん しょう ショウ
紹		いとへん しょう いと ショウ
訟		ことば ゲン げん ごんべん しょう ショウ
勝		かつ ちから すぐれる まさる しょう ショウ がち
掌		てへん てのひら て たなごころ しょう ショウ
晶		ひへん ひ にちへん しょう にち ショウ
焼	燒	れんが やき ひへん ひ やく やける しょう れっか ショウ
焦		れんが あせる じらす ひへん ひ こがれる じれる こがす こげる しょう れっか ショウ
硝		いし しょう いしへん ショウ
粧		こめへん しょう こめ ショウ
詔		ことば げん ゲン ごんべん みことのり しょう ショウ
証	證	ことば ゲン げん ごんべん しょう あかし ショウ
象		かたどる ゾウ ぞう いのこ ぶた いのこへん しょう ショウ
傷		ひと にんべん いたむ きず ひとがしら ひとやね いためる しょう ショウ
奨	奬	だいかしら だいかんむり だい そう すすめる ソウ ダイ しょう ショウ
照		れんが てらす てれる ひへん ひ てる しょう れっか ショウ
詳		くわしい ことば げん つまびらか ゲン ごんべん しょう ショウ
彰		さんづくり かみかざり けかざり しょう ショウ
障		こざとへん おか さわる しょう ショウ
憧		こころ したごころ ドウ とう どう トウ りっしんべん しょう ショウ あこがれる
衝		ゆきがまえ つく ぎょうがまえ しょう ショウ
賞		ほめる かいへん こがい しょう かい ショウ
償		ひと にんべん つぐなう ひとがしら ひとやね しょう ショウ
礁		いし しょう いしへん ショウ
鐘		かね しょう ショウ かねへん
上		あがり うえ じょう たてまつる あげる イチ いち しょう あがる のぼり うわ しゃん かみ ジョウ のぼる シャン のぼす のぼせる ショウ
丈		ジョウ たけ だけ じょう イチ いち
冗		べきかんむり ジョウ じょう わかんむり
条	條	すじ デキ ジョウ でき じょう きへん えだ チョウ き ちょう
状	狀	ジョウ じょう けものへん いぬ
乗	乘	のり の ジョウ のせる じょう のる はらいぼう しょう ショウ
城		セイ しろ ジョウ つちへん じょう つち せい
浄	淨	セイ さんずい ジョウ したみず じょう きよい みず きよめる せい
剰	剩	かたな りっとう ジョウ じょう あまつさえ あまる あまり
常		はば とこ ジョウ きんべん じょう つね はばへん きんへん
情		こころ セイ したごころ ジョウ じょう なさけ りっしんべん せい
場		ジョウ つちへん じょう チョウ ば ちょう つち
畳	疊	たたむ かさなる ジョウ た たたみ じょう たへん チョウ ちょう
蒸		セイ ジョウ くさかんむり じょう むす くさ むらす むれる せい そうこう
縄	繩	なわ ただす いと ジョウ じょう いとへん
壌	壤	つち ジョウ じょう つちへん
嬢	孃	おんな ジョウ じょう おんなへん むすめ
錠		かね ジョウ じょう かねへん
譲	讓	ゆずる ジョウ じょう ことば げん ゲン ごんべん
醸	釀	とり ジョウ ひよみのとり とりへん かもす さけのとり じょう
色		しょく しき ショク いろ シキ
拭		てへん しょく しき ショク ぬぐう て ふく シキ
食		ジキ しょく ショク じき しょくへん くらう くう はむ たべる
植		しょく ショク うわる きへん き うえる
殖		しにがまえ がつへん しょく ショク がつ ふえる ふやす いちたへん かばねへん ガツ
飾		しょく ショク かざる しょくへん かざり
触	觸	しょく ショク さわ ふれる つの さわる つのへん
嘱	囑	くちへん しょく ショク しょくする くち たのむ
織		おり いと しき しょく ショク シキ おる いとへん
職		しょく ショク ソク みみへん みみ そく
辱		ジョク しんのたつ じょく はずかしめる
尻		コウ かばねだれ しかばねかんむり しかばね しり かばね こう
心		こころ したごころ ごころ りっしんべん しん シン
申		もうし もうす た たへん しん シン さる
伸		ひと のべる にんべん のばす のびる ひとがしら ひとやね しん のす シン
臣		しん シン じん ジン
芯		くさかんむり くさ しん シン そうこう
身		しん み シン みへん
辛		からい づらい しん シン かのと つらい
侵		ひと にんべん おかす ひとがしら ひとやね しん シン
信		ひと にんべん ひとがしら ひとやね しん シン
津		さんずい したみず みず しん シン つ
神	神	ねへん しめすへん かみ かん ジン しん こう シン じん しめす
唇		くちへん くちびる くち しん シン
娠		しん おんな シン おんなへん
振		ふるう てへん て ふれる ふる しん シン
浸		さんずい みず したみず ひたる ひたす しん つかる シン
真	眞	まこと しん ま よこめ め めへん シン
針		はり かねへん かね しん シン
深		ぶかい さんずい したみず ふかめる ふかまる みず しん み シン ふかい
紳		いとへん いと シン しん
進		すすむ しんにゅう すすめる しん シン しんにょう
森		きへん もり き しん シン
診		ことば みる げん ゲン ごんべん しん シン
寝	寢	みたまや ねかす ねる やめる いぬ しん うかんむり シン
慎	愼	こころ したごころ しん つつし つつしむ りっしんべん つつしみ つつましい シン
新		あら きん おのづくり にい おの あたらしい あらた しん シン キン
審		つぶさに つまびらか しん うかんむり シン
震		あめ ふるわす ふるう あめかんむり ふるわせる しん シン ふるえる
薪		たきぎ くさかんむり くさ しん まき シン そうこう
親		みる したしむ したしい おや しん シン
人		ひと にん り にんべん ニン と ジン ひとがしら ひとやね じん
刃		かたな にん きる やいば ジン ニン りっとう は じん
仁		ひと にん にんべん に ニン ジン ひとがしら ひとやね ニ じん
尽	盡	つかす つくす ことごとく しかばね つきる サン づく ずく ジン しかばねかんむり かばねだれ さん かばね じん
迅		しんにょう しんにゅう じん ジン
甚		はなはだしい はなはだ カン ジン かん あまい じん
陣		じん こざとへん おか ジン
尋		すん ジン じん スン ひろ たずねる
腎		にくづき ニク ジン にく じん
須		もとめる す ス シュ ひげ すべし まつ すべからく おおがい もちいる しゅ
図	圖	くにがまえ はかる ず ト と ズ え
水		スイ さんずい したみず すい みず
吹		くちへん ふく すい くち スイ
垂		つち たらす すい たれる なんなんとす たれ スイ つちへん
炊		れんが だき ひへん ひ たく すい スイ れっか
帥		はば きんべん すい はばへん きんへん スイ
粋	粹	こめ いき こめへん すい スイ
衰		おとろえる ころもへん すい スイ ころも
推		てへん おす て すい スイ
酔	醉	とり よ とりへん ひよみのとり さけのとり すい よう スイ よい
遂		ついに しんにゅう すい とげる スイ しんにょう
睡		ねむい ねむる すい よこめ スイ め めへん
穂	穗	いねへん のぎ のぎへん ほ すい スイ いね
随	隨	まにまに ズイ こざとへん ずい おか したがう
髄	髓	ズイ ほねへん ほね ずい
枢	樞	シュ とぼそ スウ きへん からくり しゅ き すう
崇		やまへん スウ やま すう あがめる
数	數	ス せめる そく かぞえる すう サク ソク スウ わずらわしい かず しばしば とまた ぼくづくり のぶん シュ ぼくにょう す さく しゅ しぶん
据		てへん キョ すわる きょ て すえる
杉		すぎ きへん き サン さん
裾		ころもへん キョ すそ きょ こ コ ころも
寸		スン すん
瀬	瀨	さんずい したみず せ らい みず ライ
是		し シ これ ひへん ひ ゼ ぜ ここ にちへん この にち
井		セイ い に ニ しょう せい ショウ
世		セイ よ そう せ ソウ イチ セ いち せい
正		セイ まさ ただす まさに ただしい しょう とめへん せい ショウ とめる
生		いかす いける うまれ き セイ うまれる いきる おう はえる しょう なる う はやす なす せい うむ なま むす ショウ
成		ほこ なる セイ たすき ジョウ じょう ほこがまえ かのほこ なす せい ほこづくり
西		おおいかんむり す ス セイ サイ にし さい せい
声	聲	こえ さむらい セイ さむらいかんむり こわ しょう せい ショウ
制		かたな せい セイ りっとう
姓		おんな おんなへん せい しょう セイ ショウ
征		せい セイ ぎょうにんべん
性		こころ セイ したごころ りっしんべん さが しょう せい ショウ
青		セイ せい あおい しょう あお ショウ
斉	齊	ひとしく そろう はやい セイ ひとしい サイ さい ブン あたる ぶんにょう ぶん ふみつくり せい
政		セイ ぼくにょう とまた まつりごと しぶん しょう のぶん ぼくづくり せい ショウ まん
星		セイ ひへん ほし ひ ぼし にち にちへん しょう せい ショウ
牲		せい うしへん うし セイ
省		めへん セイ よこめ かえりみる はぶく め しょう せい ショウ
凄		セイ すさまじい サイ にすい さむい さい すごい せい
逝		セイ いく しんにゅう ゆく せい しんにょう
清		セイ さんずい したみず きよい きよまる みず きよめる しん しょう シン せい ショウ
盛		セイ ジョウ さら じょう もる さかる さかん せい
婿		おんな むこ おんなへん せい セイ
晴		セイ はれる ひへん ひ はれ はらす ばれ せい にちへん にち
勢		ぜい セイ いきおい ちから はずみ ゼイ せい
聖		セイ みみへん ひじり みみ しょう せい ショウ
誠		セイ ことば げん ゲン ごんべん まこと せい
精		セイ しらげる こめ くわしい こめへん しょう せい ショウ
製		せい ころもへん セイ ころも
誓		セイ ちかう ことば げん ゲン ごんべん せい
静	靜	あお セイ しずまる しず ジョウ じょう しずめる せい しずか
請		セイ うける ことば せい ゲン げん ごんべん しん しょう シン こう ショウ
整		セイ ぼくにょう ととのえる とまた ととのう のぶん ぼくづくり せい しぶん
醒		セイ とり とりへん ひよみのとり さけのとり さます せい さめる
税		ぜい いねへん のぎ のぎへん ゼイ いね
夕		セキ た ゆう ゆうべ タ せき
斥		セキ きん しりぞける おのづくり おの せき キン
石		セキ シャク コク しゃく いしへん いし こく せき
赤		セキ シャク あからむ あかい あか あかへん しゃく あからめる せき
昔		セキ むかし シャク せき ひへん ひ しゃく にちへん にち
析		き セキ きへん せき
席		セキ はば きんべん はばへん きんへん むしろ せき
脊		セキ にくづき ニク せき せ にく せい
隻		セキ ふるとり せき
惜		こころ セキ したごころ おしい おしむ りっしんべん せき
戚		セキ たすき ソク いたむ ほこがまえ かのほこ そく うれえる みうち ほこ せき ほこづくり
責		セキ かいへん せめる こがい かい せき
跡		セキ あし あと あしへん せき
積		セキ いねへん つもり のぎ のぎへん つむ つもる づみ せき いね
績		セキ いとへん いと せき
籍		セキ たけかんむり せき たけ
切		かたな ぎり ぎれ きり きる サイ セツ さい きれ りっとう せつ きれる
折		てへん おり シャク て おれる おる セツ しゃく せつ
拙		てへん て セツ つたない せつ
窃	竊	ぬすむ ひそか あなかんむり あな セツ せつ
接		つぐ てへん て セツ せつ しょう ショウ
設		もうける ことば セツ げん ゲン ごんべん せつ
雪		あめ ゆき あめかんむり セツ せつ
摂	攝	てへん て とる おさめる セツ かねる せつ しょう ショウ
節	節	セチ ふし せち たけ たけかんむり ぶし セツ せつ のっと
説		ぜい ことば セツ げん ゲン ごんべん ゼイ せつ とく
舌		した したへん ゼツ ぜつ
絶		いと たやす たつ たえる いとへん ゼツ ぜつ
千		じゅう セン ち せん ジュウ
川		セン せん さんぽがわ かわ まがりかわ
仙		せんと ひと セント セン にんべん せん ひとがしら ひとやね
占		ぼく セン しめる ボク ぼくのと せん うらない うらなう
先		セン まず にんにょう せん ひとあし さき
宣		せん うかんむり セン のたまう
専	專	もっぱら セン すん せん スン
泉		セン さんずい いずみ したみず せん みず
浅	淺	あさい セン さんずい したみず せん みず
洗		セン さんずい したみず せん あらう みず
染		そまる セン しみる きへん せん そめる き しみ
扇		とかんむり セン とだれ とびらのと と せん おうぎ
栓		き セン きへん せん
旋		ほうへん セン かたへん ほう せん いばり めぐる ホウ
船		セン ふねへん せん ふな ふね
戦	戰	そよぐ いくさ セン たすき わななく かのほこ ほこがまえ おののく せん たたかう ほこ ほこづくり
煎		れんが セン にる いる ひへん ひ せん せんじる れっか
羨		うらやむ セン エン うらやましい せん ひつじへん えん あまり ひつじ
腺		セン ニク せん にく にくづき
詮		セン ことば あきらか せん せんずる ゲン げん ごんべん かい
践	踐	セン あし せん ふむ あしへん
箋		セン たけ たけかんむり せん ふだ
銭	錢	ぜん セン ぜに かねへん せん ゼン かね すき
潜	潛	もぐる セン さんずい したみず せん みず ひそむ ひそめる くぐる かくれる
線		すじ いと セン せん いとへん
遷		セン しんにゅう しんにょう うつす うつる せん みやこがえ
選		える セン しんにゅう せん よる えらぶ しんにょう
薦		セン くさかんむり すすめる せん くさ そうこう
繊	纖	せん いとへん いと セン
鮮		セン さかな せん うおへん あざやか うお
全		ぜん いりがしら いる まったく にゅう ニュウ すべて いりやね ゼン
前		ぜん かたな まえ りっとう ゼン
善		ぜん くちへん よしとする いい くち よく ゼン よい
然		ぜん れんが ねん しかり しかし ひへん ひ しか さ ネン ゼン れっか
禅	禪	ぜん ねへん しめすへん セン ゆずる しめす せん ゼン しずか
漸		ぜん すすむ さんずい したみず ようやく やや みず ようよう ゼン
膳		そなえる ぜん セン ニク かしわ すすめる せん にく ゼン にくづき
繕		ぜん いと いとへん つくろう ゼン
狙		ソ ショ ねらい ねらう しょ そ いぬ けものへん
阻		ソ はばむ こざとへん おか そ
祖	祖	ソ ねへん しめすへん そ しめす
租		ソ いねへん のぎ のぎへん そ いね
素		ス す ソ いと もと いとへん そ
措		ソ てへん て そ おく
粗		あら ソ こめ こめへん そ あらい
組		ソ いと くむ いとへん くみ そ ぐみ
疎		まばら ソ ショ うとい うとむ しょ ひきへん そ ひき ヒキ
訴		ソ ことば げん ゲン そ ごんべん うったえる
塑		つち ソ でく そ つちへん
遡		ソ さかのぼる しんにゅう さく そ サク しんにょう
礎		ソ いしへん いしずえ そ いし
双	雙	ふた そう たぐい また ソウ ならぶ ふたつ
壮	壯	さむらい さむらいかんむり そう ソウ さかん
早		はやい はやまる はやめる ひへん そう ひ ソウ はや サッ さっ さ にちへん にち
争	爭	けつ はねぼう かぎ そう あらそう いかでか ソウ ケツ
走		そうにょう はしる そう ソウ
奏		だいかしら だいかんむり そう だい ダイ ソウ かなでる
相		めへん そう ソウ よこめ め しょう あい ショウ
荘	莊	ほうき くさかんむり そう チャン おごそか ソウ くさ しょう ちゃん ショウ そうこう
草		ぐさ くさかんむり そう ソウ くさ そうこう
送		そう しんにゅう ソウ おくる しんにょう
倉		ひと にんべん そう ソウ ひとがしら くら ひとやね
捜	搜	てへん シュ て そう ソウ しゅう シュウ しゅ さがす
挿	插	さす てへん て はさむ そう ソウ
桑		そう きへん ソウ き くわ
巣	巢	す そう すくう ソウ さんぽがわ かわ まがりかわ
掃		てへん シュ て そう ソウ しゅ はく
曹		ひらび ゾウ いわく ぞう そう ソウ
曽	曾	かつて ぞ ソ ひらび ゾウ いわく ぞう すなわち そう かつ ゾ ソウ そ
爽		たがう コウ さわやか そう ソウ あきらか こう
窓		ス す あなかんむり そう あな ソウ まど けむだし てんまど
創		けずしける かたな つくる そう ソウ きず りっとう はじめる しょう ショウ
喪		も くちへん そう ソウ くち
痩	瘦	シュ そう やまいだれ やせる ソウ ちゅう しゅう シュウ しゅ チュウ
葬		くさかんむり そう ソウ ほうむる くさ そうこう
装	裝	よそおい ころもへん そう ソウ よそおう しょう ショウ ころも
僧	僧	ひと にんべん そう ソウ ひとがしら ひとやね
想		こころ ソ したごころ そう ソウ おもう りっしんべん そ
層	層	そう かばねだれ ソウ しかばねかんむり しかばね かばね
総	總	ふさ いと そう ソウ いとへん すべて
遭		あう あわせる そう しんにゅう ソウ しんにょう
槽		そう きへん ソウ き ふね
踪		そう あし ソウ あと あしへん しょう ショウ
操		てへん て そう ソウ みさお あやつる サン さん
燥		れんが そう ひへん ひ ソウ れっか はしゃぐ
霜		あめ しも そう あめかんむり ソウ
騒	騷	さわがしい さわぐ うま うれい そう ソウ うまへん
藻		も くさかんむり そう ソウ くさ そうこう
造		つくり ゾウ つくる ぞう しんにゅう づくり しんにょう
像		ひと ゾウ にんべん ぞう ひとがしら ひとやね
増	增	つち ゾウ ます ふえる ぞう ふやす つちへん まし
憎	憎	こころ したごころ ゾウ ぞう にくしみ にくい にくらしい りっしんべん にくむ
蔵	藏	ゾウ ぞう くさかんむり そう ソウ おさめる くら くさ かくれる そうこう
贈	贈	かいへん ゾウ ぞう そう ソウ こがい おくる かい
臓	臟	ニク ゾウ ぞう はらわた にく にくづき
即	卽	ソク すなわち わりふ まげわりふ つく そく ふしづくり つける
束		ソク たば つか きへん き そく つかねる たばねる
足		ソク たる あし たりる そく たす あしへん
促		ひと ソク にんべん そく ひとがしら ひとやね うながす
則		かたな のり ソク のっとる すなわち そく りっとう
息		こころ ソク したごころ いき そく りっしんべん
捉		てへん ソク て とらえる さく そく サク
速		すみやか はやい ソク はやまる はやめる しんにゅう はや そく しんにょう
側		ひと ソク がわ にんべん そく ひとがしら ひとやね かわ そば
測		ソク さんずい はかる したみず そく みず
俗		ひと にんべん ゾク ぞく ひとがしら ひとやね
族		ほうへん かたへん ゾク ぞく ほう ホウ
属	屬	しょく ショク しかばね ゾク やから ぞく しかばねかんむり つく かばねだれ さかん かばね
賊		かいへん ゾク ぞく こがい かい
続	續	つづく つぐない しょく ショク いと コウ キョウ ゾク ぞく いとへん つづける きょう こう
卒		おえる じゅう そつ しゅつ ついに にわか シュツ ソツ そっする おわる ジュウ
率		ひきいる リツ そつ しゅつ シュツ ソツ げん ゲン りつ
存		ぞん ながらえる こへん とう ゾン ソン こ こどもへん そん こども たもつ ある
村		きへん ソン むら そん き
孫		こへん ソン こ こどもへん そん こども まご
尊		とうとぶ すん とうとい ソン たっとぶ そん スン たっとい
損		てへん て ソン そこねる そん そこなう
遜		ゆずる しんにゅう ソン そん したがう しんにょう へりくだる
他		ひと にんべん た ひとがしら ひとやね タ ほか
多		まさに た ゆう ゆうべ まさる おおい タ
汰		タイ さんずい にごる た したみず よなげる たい みず タ おごる
打		てへん うち うつ て ダ だーす ダース だ ぶつ
妥		だ おんな ダ おんなへん
唾		つばき くちへん ダ た つば くち だ タ
堕	墮	つち ダ くずす おちる だ くずれる つちへん
惰		こころ したごころ ダ りっしんべん だ
駄		うま ダ た うまへん だ タ
太		ふとる タイ だいかしら だいかんむり た だい ダイ たい タ ふとい
対	對	すん タイ ツイ つい ならぶ たい そろい あいて スン こたえる むかう つれあい
体	體	からだ ひと かたち タイ テイ にんべん たい ひとがしら ひとやね てい
耐		タイ たえる たい しこうして しかして
待		まち まつ タイ たい ぎょうにんべん
怠		こころ したごころ タイ なまける たい りっしんべん おこたる
胎		ニク タイ にく たい にくづき
退		どく のける ひく タイ のく しんにゅう しりぞける しりぞく たい しんにょう
帯	帶	おび はば タイ きんべん おびる たい はばへん きんへん
泰		タイ さんずい したみず たい みず
堆		つち うずたかい タイ ツイ つい たい つちへん
袋		ころもへん タイ だい ダイ たい ふくろ ころも
逮		たい しんにゅう しんにょう タイ
替		ひらび かえ タイ いわく かわる たい かえる
貸		かいへん タイ かし たい こがい かす かい
隊		たい こざとへん おか タイ
滞	滯	タイ さんずい テイ したみず たい とどこおる みず てい
態		こころ したごころ タイ わざと たい りっしんべん
戴		たすき タイ ほこがまえ かのほこ たい ほこ いただく ほこづくり
大		おお だいかしら タイ だいかんむり だい ダイ たい おおいに おおきい
代		ひと しろ よ タイ にんべん だい ダイ がわり かわる たい ひとがしら ひとやね かわり かえる
台	臺	くちへん われ タイ だい ダイ うてな たい くち つかさ
第		テイ たけ だい たけかんむり ダイ てい
題		だい ダイ おおがい
滝	瀧	さんずい そう したみず ソウ たき ロウ みず ろう
宅		たく うかんむり タク
択	擇	てへん て たく えらぶ タク
沢	澤	うるおす つや さわ さんずい したみず たく みず うるおい タク
卓		じゅう ジュウ たく タク
拓		てへん て たく ひらく タク
託		かこつける たく ことば かこつ げん ゲン ごんべん タク
濯		すすぐ さんずい ゆすぐ したみず たく みず タク
諾		ダク だく ことば ゲン げん ごんべん
濁		ダク にごす だく さんずい にごる したみず ジョク じょく みず
但		ただし ひと タン にんべん ひとがしら ひとやね たん
達		タツ ダ たつ しんにゅう たち だ しんにょう
脱		ニク だつ にく ぬげる ダツ ぬぐ にくづき
奪		だいかしら だつ だいかんむり だい ダイ ダツ うばう
棚		たな きへん ほう だな き ホウ
誰		だれ た ことば すい ゲン げん ごんべん スイ たれ
丹		たん てん タン に
旦		ただし タン だん ダン ひへん ひ あさ あきらか にちへん たん あきら にち あした
担	擔	てへん タン かつぐ て になう たん
単	單	じゅう タン たん ひとえ ジュウ
炭		れんが タン ひへん ひ たん れっか すみ
胆	膽	タン ニク きも にく たん にくづき
探		てへん タン て さぐる さがす たん
淡		タン さんずい したみず あわい みず たん
短		タン や やへん みじかい たん
嘆	嘆	くちへん タン なげく くち なげかわしい たん
端		はな タン はし たつ ばた はた たん は たつへん
綻		タン いと ほころびる いとへん たん
誕		タン ことば ゲン げん ごんべん たん
鍛		タン きたえる かねへん かね たん
団	團	くにがまえ とん だん ダン まるい トン かたまり
男		おとこ だん ダン た お たへん なん ナン
段		タン だん ダン るまた ほこ たん ほこづくり
断	斷	さだめる だん ダン たつ きん ことわる おのづくり おの キン
弾	彈	ひき はじく ただす ひく タン だん ダン ゆみへん たま はじける はじきゆみ たん はずむ ゆみ
暖		あたたまる のん だん ダン あたたかい ひへん ひ あたためる ノン あたたか にちへん にち
談		だん ダン ことば ゲン げん ごんべん
壇		タン だん つちへん ダン たん つち
地		つち ち チ ジ つちへん じ
池		ち さんずい チ いけ したみず みず
知		しる ち チ や やへん しらせる
値		ひと ち チ にんべん あたい ひとがしら ひとやね ね
恥		こころ はじ したごころ ち チ はじらう はずかしい はじる りっしんべん
致		いたるへん ち いたす チ いたる
遅	遲	おそい おくらす ち チ しんにゅう おくれる しんにょう
痴	癡	しれる ち チ やまいだれ おろか
稚		いねへん のぎ のぎへん ち おくて チ おでる いとけない おさない ジ じ いね
置		ち チ あみがしら あみめ よんがしら おき おく
緻		いと ち チ いとへん こまかい
竹		たけ チク たけかんむり ちく
畜		た チク たへん ちく
逐		チク しんにゅう しんにょう ちく
蓄		くさかんむり チク たくわえる くさ そうこう ちく
築		きずく たけ チク たけかんむり ちく
秩		いねへん のぎ のぎへん ちつ チツ いね
